Cycle_Number,Time_Seconds_max,Voltage_V_mean,Voltage_V_std,Voltage_V_min,Voltage_V_max,Current_A_mean,Current_A_std,Current_A_min,Current_A_max,Temperature_C_mean,Temperature_C_std,Temperature_C_min,Temperature_C_max,Capacity_Ah,Initial_Capacity_Ah,SOH_Percent,Normalized_Cycle,RUL_Cycles
-1.136728723818427,0.3330077474441563,0.4966742502709091,-0.7795213076401399,0.9422188836470753,0.1606692816449225,-0.11509176606875876,-0.2707470161650261,0.4018210746393495,-0.2078998716556572,0.40433844436002025,-0.1578037789168941,0.41015320433243513,0.27647941127105097,1.1217379847311533,0.9527453303034422,-0.32327832629354675,-1.6879197968141482,354
-1.122791785213124,0.32012332338126304,0.5344301080410256,-0.7937492600858929,0.8604490152571811,0.11475788223866867,-0.1136300302718482,-0.26814850820858477,0.4029024511466025,0.6672483863686931,0.4153570730384778,-0.18453506262132233,0.43987619774742104,0.27961557384656277,1.1002318518831,0.9527453303034422,-0.32427266077820205,-1.6768179064538602,352
-1.1088548466078212,0.30521296947550114,0.5667688364530041,-0.880338426248321,1.0699291192533875,0.07237589269979129,-0.11225635431794845,-0.2660486277871244,0.40312583675516256,0.0926327909985197,0.4094211773005352,-0.20552097187493898,0.4438660204906346,0.2664748337421037,1.0769944951851826,0.9527453303034422,-0.32534703827136763,-1.665716016093572,350
-1.0949179080025184,0.29075274217897945,0.5664129168777844,-0.8178534976495104,0.879028675514087,0.07970589837506109,-0.123906398009432,-0.2866761933320969,0.4037035016445492,0.11784089230286485,0.40019842487162477,-0.20235905672905294,0.4370930802827944,0.26301563204760997,1.0768110470637708,0.9527453303034422,-0.32535551998188955,-1.6546141257332838,348
-1.0809809693972154,0.28903073782266986,0.5597459231163567,-0.7706568366112636,0.7316396111991985,0.07536227568290157,-0.12457801953624943,-0.2866665890337038,0.4023545510660564,0.17931046591088293,0.3906483737793536,-0.19820887506713808,0.4260658415942877,0.2570813965136845,1.0755049961701122,0.9527453303034422,-0.32541590514976027,-1.6435122353729958,346
-1.0670440307919127,0.30567389912336307,0.5546631396671143,-0.7392521536550497,0.6459429502073629,0.08918124615894768,-0.11267145170041126,-0.26572633624270126,0.4034329144155373,0.4931381398242086,0.3943835200042951,-0.18869703014861383,0.4257129369109192,0.26236598001496186,1.0776558946724164,0.9527453303034422,-0.3253164585142845,-1.6324103450127077,344
-1.05310709218661,0.30462744478220133,0.5531023718984335,-0.7009727741065296,0.5390447534101297,0.07784974924675561,-0.11264620072784315,-0.2660582885152579,0.4037966395037725,0.4232264078066279,0.3977152039678338,-0.18771161387264965,0.4307627314915361,0.2665914551209803,1.0765646945246785,0.9527453303034422,-0.32536691007357793,-1.6213084546524197,342
-1.039170153581307,0.24818156798347207,0.6191660219775269,-0.8827394089136742,1.112946471234307,0.09217550441075513,-0.14790619848092174,-0.3279335595814161,0.4030663504765402,0.3887271015425993,0.3926742115910831,-0.21782337041961408,0.4419716124454974,0.2480028071447101,1.0566901611949406,0.9527453303034422,-0.3262858076734307,-1.6102065642921317,340
-1.0252332149760042,0.2324386599012594,0.6131298008877367,-0.8211774951882228,0.9143493235949344,0.09488327102189757,-0.16023313193517988,-0.3515134599492616,0.40151087939212865,1.65177211300182,0.3880391783467737,-0.20856210686713622,0.4351314094189672,0.24856233670039166,1.0546095676776688,0.9527453303034422,-0.32638200376304805,-1.5991046739318435,338
-1.0112962763707014,0.23291111279031795,0.6044115230416445,-0.7700221377980202,0.7492322102651531,0.10007059425359448,-0.15974318982727376,-0.35174998658995926,0.4035804527906046,0.7037635190650906,0.38304223395437575,-0.20326597184471243,0.4296049662493187,0.24860601930209203,1.0542696569232988,0.9527453303034422,-0.32639771951200036,-1.5880027835715553,336
